platform,series_ticker,series_title,market_ticker,market_title,status,close_time,rules_text,series_metadata
kalshi,PRESPARTYME2,ME-2 presidential winner,PRESPARTYME2-24-D,Will the Democratic party win ME-2 (Maine's second Congressional district) in the presidential election?,finalized,2025-01-06T20:47:23.068642Z,"If Kamala Harris or another representative of the Democratic party wins ME-2 (Maine's second Congressional district) in the 2024 presidential election, then the market resolves to Yes.
","{'series': {'additional_prohibitions': ['Holders of federal and statewide public office.', 'Anyone working in a vote-tallying capacity, or who has the potential ability to observe official vote counts before they are public.', 'Third-party vendors and contractors (and employees thereof) of Presidential campaigns.', 'Paid employees of Democratic and Republican Party organizations, such as the Democratic Congressional Campaign Committee or the Republican National Committee.', 'Paid employees of Political Action Committees (PACs) and “Super PACs” (independent expenditure only political committees).', 'Paid employees of major polling organizations. ', 'Employees of Decision Desks at major media organizations.', 'All Electors who may cast ballots in connection with the determination of the President and/or Vice-President of the United States.', 'All staff of the U.S. House of Representatives and its members.', 'All staff of the U.S. Senate and its members.', 'All staff of the Office of the President of the United States.', 'All staff of the Office of the Vice President of the United States.', 'All staff of the U.S. Supreme Court and its Justices.', 'Any foreign national. This is defined as an individual who is: (1) not a citizen of the United States and (2) not lawfully admitted for permanent residence (as defined in 8 U.S.C. § 1101(a)(20)); or a foreign principal, as defined in 22 U.S.C. § 611(b). Section 611(b) defines a foreign principal to include a foreign government or political party; or a partnership, association, corporation, organization, or other combination of persons organized under the laws of a foreign country or whose principal place of business is in a foreign country.', 'Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PRESPARTYDISTRICT.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PRESPARTYDISTRICT.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'United States Congress', 'url': 'https://www.congress.gov/'}], 'tags': ['US Elections'], 'ticker': 'PRESPARTYME2', 'title': 'ME-2 presidential winner'}}"
kalshi,KXMICHELINBOS,Michelin star Boston,KXMICHELINBOS-25,Will Boston have a Michelin star restaurant in 2025?,finalized,2025-11-28T02:19:47.776056Z,"If there is a Michelin Guide for 2025 that includes a restauarant in Boston that has earned at least one Michelin star, then the market resolves to Yes.
A restaurant need not be located within the formal city limits of <city> to qualify for the Payout Criterion, provided that it is listed in a Michelin Guide associated with <city>.","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MICHELINCITY.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MICHELINCITY.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'Michelin', 'url': 'https://guide.michelin.com/us/en'}], 'tags': None, 'ticker': 'KXMICHELINBOS', 'title': 'Michelin star Boston'}}"
kalshi,KXOBAMAAPPEAR,Will Obama publicly appear?,KXOBAMAAPPEAR-26APR01,"Will Barack Obama be seen in public before Apr 1, 2026?",finalized,2026-03-06T20:40:37Z,"If Barack Obama has been seen in public starting 10:00 AM Mar 1, 2026 and before Apr 1, 2026, then the market resolves to Yes.
The person must be physically present (not virtual/holographic) and alive, appearing conscious and aware (not unconscious, comatose, or incapacitated). Qualifying public settings include: public spaces accessible to the general public (streets, parks, shops, restaurants), ticketed public events (concerts, sports events, conferences), official public appearances (government events, ceremonies, press conferences), and semi-public venues where public access is normal (hotels, airports, train stations). The following do NOT qualify: pre-recorded or archival footage, private events closed to the general public, medical facilities or private residences, virtual appearances (video calls, holograms, avatars), body doubles or impersonators, or posthumous footage. The sighting must be confirmed by Source Agencies including official government agencies, major news outlets, or the person's verified social media accounts.","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PERSONPUBLIC.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PERSONPUBLIC.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-01T03:00:06.237843Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com'}, {'name': 'BBC', 'url': 'https://www.bbc.co.uk'}, {'name': 'Bloomberg News', 'url': 'https://www.bloomberg.com'}, {'name': 'CBS', 'url': 'https://www.cbsnews.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com'}, {'name': 'government agencies of the jurisdiction where person resides or appears', 'url': 'https://kalshi.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'official social media accounts verified by the platforms', 'url': 'https://kalshi.com/'}, {'name': 'person or their official representatives', 'url': 'https://kalshi.com/'}, {'name': 'Politico', 'url': 'https://www.politico.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://semafor.com'}, {'name': 'Sky News', 'url': 'https://news.sky.com/'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Guardian', 'url': 'https://www.theguardian.com/us'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com/'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': None, 'ticker': 'KXOBAMAAPPEAR', 'title': 'Will Obama publicly appear?'}}"
kalshi,KXSCHIFFCHARGE,Adam Schiff federally charged ,KXSCHIFFCHARGE-26JAN,Will Adam Schiff be charged with a crime before Jan 2026?,finalized,2026-01-01T04:59:00Z,"If Adam Schiff is charged with a federal crime before Jan 1, 2026, then the market resolves to Yes.
","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRIMECHARGE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRIMECHARGE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-21T22:50:31.075962Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com'}, {'name': 'BBC', 'url': 'https://www.bbc.co.uk'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}, {'name': 'CBS', 'url': 'https://www.cbsnews.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'NPR', 'url': 'https://www.npr.org'}, {'name': 'Politico', 'url': 'https://www.politico.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://semafor.com'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com'}, {'name': 'the New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': ['SCOTUS & courts'], 'ticker': 'KXSCHIFFCHARGE', 'title': 'Adam Schiff federally charged '}}"
kalshi,KXDELAWAREINCORP,Delaware incorporation,KXDELAWAREINCORP-26-NVID,Will NVIDIA announce reincorporation outside of Delaware this year?,finalized,2026-01-01T06:33:53.914173Z,"If NVIDIA reincorporates outside of Delaware, or announces they intend to do so, before Jan 1, 2026, then the market resolves to Yes.
An announcement of intent to move is sufficient to resolve the market to Yes.","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/DELAWAREINCORP.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/DELAWAREINCORP.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'AP', 'url': 'https://apnews.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com/'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com/'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com/'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com/'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': None, 'ticker': 'KXDELAWAREINCORP', 'title': 'Delaware incorporation'}}"
kalshi,KXDELAWAREINCORP,Delaware incorporation,KXDELAWAREINCORP-26-NETF,Will Netflix announce reincorporation outside of Delaware this year?,finalized,2026-01-01T06:33:45.726526Z,"If Netflix reincorporates outside of Delaware, or announces they intend to do so, before Jan 1, 2026, then the market resolves to Yes.
An announcement of intent to move is sufficient to resolve the market to Yes.","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/DELAWAREINCORP.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/DELAWAREINCORP.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'AP', 'url': 'https://apnews.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com/'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com/'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com/'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com/'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': None, 'ticker': 'KXDELAWAREINCORP', 'title': 'Delaware incorporation'}}"
kalshi,KXDELAWAREINCORP,Delaware incorporation,KXDELAWAREINCORP-26-GOOG,Will Alphabet announce reincorporation outside of Delaware this year?,finalized,2026-01-01T06:34:10.535937Z,"If Alphabet reincorporates outside of Delaware, or announces they intend to do so, before Jan 1, 2026, then the market resolves to Yes.
An announcement of intent to move is sufficient to resolve the market to Yes.","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/DELAWAREINCORP.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/DELAWAREINCORP.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'AP', 'url': 'https://apnews.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com/'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com/'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com/'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com/'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': None, 'ticker': 'KXDELAWAREINCORP', 'title': 'Delaware incorporation'}}"
kalshi,KXDELAWAREINCORP,Delaware incorporation,KXDELAWAREINCORP-26-APPL,Will Apple announce reincorporation outside of Delaware this year?,finalized,2025-12-22T18:32:49Z,"If Apple reincorporates outside of Delaware, or announces they intend to do so, before Jan 1, 2026, then the market resolves to Yes.
An announcement of intent to move is sufficient to resolve the market to Yes.","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/DELAWAREINCORP.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/DELAWAREINCORP.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'AP', 'url': 'https://apnews.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com/'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com/'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com/'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com/'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': None, 'ticker': 'KXDELAWAREINCORP', 'title': 'Delaware incorporation'}}"
kalshi,KXDELAWAREINCORP,Delaware incorporation,KXDELAWAREINCORP-26-AMAZ,Will Amazon announce reincorporation outside of Delaware this year?,finalized,2026-01-01T06:34:02.519226Z,"If Amazon reincorporates outside of Delaware, or announces they intend to do so, before Jan 1, 2026, then the market resolves to Yes.
An announcement of intent to move is sufficient to resolve the market to Yes.","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/DELAWAREINCORP.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/DELAWAREINCORP.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'AP', 'url': 'https://apnews.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com/'}, {'name': 'Bloomberg', 'url': 'https://www.bloomberg.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com/'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'Reuters', 'url': 'https://www.reuters.com/'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com/'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com/'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}], 'tags': None, 'ticker': 'KXDELAWAREINCORP', 'title': 'Delaware incorporation'}}"
kalshi,KXHIRINGFREEZELIFT,Hiring freeze lift,KXHIRINGFREEZELIFT-26,Will the federal hiring freeze be lifted before 2026?,finalized,2026-01-01T04:59:00Z,"If the federal hiring freeze is lifted before Jan 1, 2026, then the market resolves to Yes.
","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/HIRINGFREEZELIFT.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/HIRINGFREEZELIFT.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-02-26T08:50:31.901806Z', 'settlement_sources': [{'name': 'ABC', 'url': 'https://kalshi.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com'}, {'name': 'Bloomberg News', 'url': 'https://www.bloomberg.com/news'}, {'name': 'CBS', 'url': 'https://www.cbs.com'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com/'}, {'name': 'NBC', 'url': 'https://www.nbc.com'}, {'name': 'Politico', 'url': 'https://www.politico.com'}, {'name': 'Reuters', 'url': 'https://www.reuters.com/'}, {'name': 'Semafor', 'url': 'https://www.semafor.com/'}, {'name': 'the Associated Press', 'url': 'https://www.ap.org'}, {'name': 'the Federal Register', 'url': 'https://www.federalregister.gov'}, {'name': 'The Information', 'url': 'https://www.theinformation.com'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com'}, {'name': 'the Office of Management and Budget', 'url': 'https://www.whitehouse.gov/omb/'}, {'name': 'the Office of Personnel Management', 'url': 'https://www.opm.gov'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com'}, {'name': 'the White House', 'url': 'https://www.whitehouse.gov/'}], 'tags': None, 'ticker': 'KXHIRINGFREEZELIFT', 'title': 'Hiring freeze lift'}}"
kalshi,KXANTHROPICRISK,Will the Pentagon designate Anthropic a supply chain risk?,KXANTHROPICRISK-26APR01,"Will the Department of Defense announce that Anthropic is a supply chain risk before Apr 1, 2026?",finalized,2026-02-27T22:21:30Z,"If the Department of Defense announces that Anthropic is a supply chain risk before Apr 1, 2026, then the market resolves to Yes.
","{'series': {'additional_prohibitions': ['Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/AGENCYANNOUNCE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/AGENCYANNOUNCE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'one_off', 'last_updated_ts': '2026-03-16T20:40:19.002453Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'ABC', 'url': 'https://abcnews.go.com/'}, {'name': 'Axios', 'url': 'https://www.axios.com/'}, {'name': 'Bloomberg News', 'url': 'https://www.bloomberg.com'}, {'name': 'CBS', 'url': 'https://www.cbsnews.com/'}, {'name': 'CNN', 'url': 'https://www.cnn.com/'}, {'name': 'Fox News', 'url': 'https://www.foxnews.com'}, {'name': 'government agency', 'url': 'https://kalshi.com/'}, {'name': 'MSNBC', 'url': 'https://www.msnbc.com/'}, {'name': 'NBC', 'url': 'https://www.nbcnews.com/'}, {'name': 'Politico', 'url': 'https://www.politico.com'}, {'name': 'Reuters', 'url': 'https://www.reuters.com'}, {'name': 'Semafor', 'url': 'https://semafor.com'}, {'name': 'social media of the White House and the President of the United States', 'url': 'https://kalshi.com/'}, {'name': 'the Associated Press', 'url': 'https://apnews.com/'}, {'name': 'the Federal Register', 'url': 'https://www.federalregister.gov/'}, {'name': 'The Information', 'url': 'https://www.theinformation.com'}, {'name': 'The New York Times', 'url': 'https://www.nytimes.com/'}, {'name': 'The Wall Street Journal', 'url': 'https://www.wsj.com/'}, {'name': 'The Washington Post', 'url': 'https://www.washingtonpost.com/'}, {'name': 'the White House', 'url': 'https://www.whitehouse.gov/'}], 'tags': None, 'ticker': 'KXANTHROPICRISK', 'title': 'Will the Pentagon designate Anthropic a supply chain risk?'}}"
kalshi,PRESPARTYFL,Florida presidential winner,PRESPARTYFL-24-D,Will the Democratic party win Florida in the presidential election?,finalized,2025-01-06T19:44:02.955816Z,"If Kamala Harris or another representative of the Democratic party wins Florida in the 2024 presidential election, then the market resolves to Yes.
","{'series': {'additional_prohibitions': ['Holders of federal and statewide public office.', 'Anyone working in a vote-tallying capacity, or who has the potential ability to observe official vote counts before they are public.', 'Anyone working in a vote-tallying capacity.', 'Third-party vendors and contractors (and employees thereof) of Presidential campaigns.', 'Paid employees of Democratic and Republican Party organizations, such as the Democratic Congressional Campaign Committee or the Republican National Committee.', 'Paid employees of Political Action Committees (PACs) and “Super PACs” (independent expenditure only political committees).', 'Paid employees of major polling organizations. ', 'Employees of Decision Desks at major media organizations.', 'All Electors who may cast ballots in connection with the determination of the President and/or Vice-President of the United States.', 'All staff of the U.S. House of Representatives and its members.', 'All staff of the U.S. Senate and its members.', 'All staff of the Office of the President of the United States.', 'All staff of the Office of the Vice President of the United States.', 'All staff of the U.S. Supreme Court and its Justices.', 'Any foreign national. This is defined as an individual who is: (1) not a citizen of the United States and (2) not lawfully admitted for permanent residence (as defined in 8 U.S.C. § 1101(a)(20)); or a foreign principal, as defined in 22 U.S.C. § 611(b). Section 611(b) defines a foreign principal to include a foreign government or political party; or a partnership, association, corporation, organization, or other combination of persons organized under the laws of a foreign country or whose principal place of business is in a foreign country.', 'Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PRESPARTYSTATE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PRESPARTYSTATE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-03-11T17:19:11.27373Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Library of Congress', 'url': 'https://www.congress.gov/'}], 'tags': ['US Elections'], 'ticker': 'PRESPARTYFL', 'title': 'Florida presidential winner'}}"
kalshi,PRESPARTYFL,Florida presidential winner,PRESPARTYFL-24-R,Will the Republican party win Florida in the presidential election?,finalized,2025-01-06T19:44:02.955816Z,"If Donald Trump or another representative of the Republican party wins Florida in the 2024 presidential election, then the market resolves to Yes.
","{'series': {'additional_prohibitions': ['Holders of federal and statewide public office.', 'Anyone working in a vote-tallying capacity, or who has the potential ability to observe official vote counts before they are public.', 'Anyone working in a vote-tallying capacity.', 'Third-party vendors and contractors (and employees thereof) of Presidential campaigns.', 'Paid employees of Democratic and Republican Party organizations, such as the Democratic Congressional Campaign Committee or the Republican National Committee.', 'Paid employees of Political Action Committees (PACs) and “Super PACs” (independent expenditure only political committees).', 'Paid employees of major polling organizations. ', 'Employees of Decision Desks at major media organizations.', 'All Electors who may cast ballots in connection with the determination of the President and/or Vice-President of the United States.', 'All staff of the U.S. House of Representatives and its members.', 'All staff of the U.S. Senate and its members.', 'All staff of the Office of the President of the United States.', 'All staff of the Office of the Vice President of the United States.', 'All staff of the U.S. Supreme Court and its Justices.', 'Any foreign national. This is defined as an individual who is: (1) not a citizen of the United States and (2) not lawfully admitted for permanent residence (as defined in 8 U.S.C. § 1101(a)(20)); or a foreign principal, as defined in 22 U.S.C. § 611(b). Section 611(b) defines a foreign principal to include a foreign government or political party; or a partnership, association, corporation, organization, or other combination of persons organized under the laws of a foreign country or whose principal place of business is in a foreign country.', 'Persons who are employed by any of the Source Agencies are not permitted to trade on the Contract.', 'Persons who hold any material, non-public information on the Underlying are not permitted to trade on the Contract.'], 'category': 'Politics', 'contract_terms_url': 'https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PRESPARTYSTATE.pdf', 'contract_url': 'https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PRESPARTYSTATE.pdf', 'fee_multiplier': 1, 'fee_type': 'quadratic', 'frequency': 'custom', 'last_updated_ts': '2026-03-11T17:19:11.27373Z', 'product_metadata': {'important_info': None}, 'settlement_sources': [{'name': 'Library of Congress', 'url': 'https://www.congress.gov/'}], 'tags': ['US Elections'], 'ticker': 'PRESPARTYFL', 'title': 'Florida presidential winner'}}"
